,x,y
2402,micoscopy,microscopy
2403,midwifes,midwives
2404,mileau,milieu
2405,milennia,millennia
2406,milennium,millennium
2407,mileu,milieu
2408,miliary,military
2409,miligram,milligram
2410,milion,million
2411,miliraty,military
2412,millenia,millennia
2413,millenial,millennial
2414,millenialism,millennialism
2415,millenium,millennium
2416,millepede,millipede
2417,millioniare,millionaire
2418,millitant,militant
2419,millitary,military
2420,millon,million
2421,miltary,military
2422,minature,miniature
2423,minerial,mineral
2424,ministery,ministry
2425,minsitry,ministry
2426,minstries,ministries
2427,minstry,ministry
2428,minumum,minimum
2429,mirrorred,mirrored
2430,miscelaneous,miscellaneous
2431,miscellanious,miscellaneous
2432,miscellanous,miscellaneous
2433,mischeivous,mischievous
2434,mischevious,mischievous
2435,mischievious,mischievous
2436,misdameanor,misdemeanor
2437,misdameanors,misdemeanors
2438,misdemenor,misdemeanor
2439,misdemenors,misdemeanors
2440,misfourtunes,misfortunes
2441,misile,missile
2442,Misouri,Missouri
2443,mispell,misspell
2444,mispelled,misspelled
2445,mispelling,misspelling
2446,missen,mizzen
2447,Missisipi,Mississippi
2448,Missisippi,Mississippi
2449,missle,missile
2450,missonary,missionary
2451,misterious,mysterious
2452,mistery,mystery
2453,misteryous,mysterious
2454,mkae,make
2455,mkaes,makes
2456,mkaing,making
2457,mkea,make
2458,moderm,modem
2459,modle,model
2460,moent,moment
2461,moeny,money
2462,mohammedans,muslims
2463,moleclues,molecules
2464,momento,memento
2465,monestaries,monasteries
2466,monestary,"monastery, monetary"
2467,monickers,monikers
2468,monolite,monolithic
2469,Monserrat,Montserrat
2470,montains,mountains
2471,montanous,mountainous
2472,Montnana,Montana
2473,monts,months
2474,montypic,monotypic
2475,moreso,"more, more so"
2476,morgage,mortgage
2477,Morisette,Morissette
2478,Morrisette,Morissette
2479,morroccan,moroccan
2480,morrocco,morocco
2481,morroco,morocco
2482,mortage,mortgage
2483,mosture,moisture
2484,motiviated,motivated
2485,mounth,month
2486,movei,movie
2487,movment,movement
2488,mroe,more
2489,mucuous,mucous
2490,muder,murder
2491,mudering,murdering
2492,muhammadan,muslim
2493,multicultralism,multiculturalism
2494,multipled,multiplied
2495,multiplers,multipliers
2496,munbers,numbers
2497,muncipalities,municipalities
2498,muncipality,municipality
2499,munnicipality,municipality
2500,muscels,"mussels, muscles"
2501,muscial,musical
2502,muscician,musician
2503,muscicians,musicians
2504,mutiliated,mutilated
2505,myraid,myriad
2506,mysef,myself
2507,mysogynist,misogynist
2508,mysogyny,misogyny
2509,mysterous,mysterious
2510,Mythraic,Mithraic
2511,naieve,naive
2512,Naploeon,Napoleon
2513,Napolean,Napoleon
2514,Napoleonian,Napoleonic
2515,naturaly,naturally
2516,naturely,naturally
2517,naturual,natural
2518,naturually,naturally
2519,Nazereth,Nazareth
2520,neccesarily,necessarily
2521,neccesary,necessary
2522,neccessarily,necessarily
2523,neccessary,necessary
2524,neccessities,necessities
2525,necesarily,necessarily
2526,necesary,necessary
2527,necessiate,necessitate
2528,neglible,negligible
2529,negligable,negligible
2530,negociate,negotiate
2531,negociation,negotiation
2532,negociations,negotiations
2533,negotation,negotiation
2534,neice,"niece, nice"
2535,neigborhood,neighborhood
2536,neigbour,"neighbour, neighbor"
2537,neigbourhood,neighbourhood
2538,neigbouring,"neighbouring, neighboring"
2539,neigbours,"neighbours, neighbors"
2540,neolitic,neolithic
2541,nessasarily,necessarily
2542,nessecary,necessary
2543,nestin,nesting
2544,neverthless,nevertheless
2545,newletters,newsletters
2546,nickle,nickel
2547,nightime,nighttime
2548,nineth,ninth
2549,ninteenth,nineteenth
2550,ninties,1990s
2551,ninty,ninety
2552,nkow,know
2553,nkwo,know
2554,nmae,name
2555,noncombatents,noncombatants
2556,nonsence,nonsense
2557,nontheless,nonetheless
2558,noone,no one
2559,norhern,northern
2560,northen,northern
2561,northereastern,northeastern
2562,notabley,notably
2563,noteable,notable
2564,noteably,notably
2565,noteriety,notoriety
2566,noth,north
2567,nothern,northern
2568,noticable,noticeable
2569,noticably,noticeably
2570,noticeing,noticing
2571,noticible,noticeable
2572,notwhithstanding,notwithstanding
2573,noveau,nouveau
2574,Novermber,November
2575,nowdays,nowadays
2576,nowe,now
2577,nto,not
2578,nucular,nuclear
2579,nuculear,nuclear
2580,nuisanse,nuisance
2581,Nullabour,Nullarbor
2582,numberous,numerous
2583,Nuremburg,Nuremberg
2584,nusance,nuisance
2585,nutritent,nutrient
2586,nutritents,nutrients
2587,nuturing,nurturing
2588,obediance,obedience
2589,obediant,obedient
2590,obession,obsession
2591,obssessed,obsessed
2592,obstacal,obstacle
2593,obstancles,obstacles
2594,obstruced,obstructed
2595,ocasion,occasion
2596,ocasional,occasional
2597,ocasionally,occasionally
2598,ocasionaly,occasionally
2599,ocasioned,occasioned
2600,ocasions,occasions
2601,ocassion,occasion
2602,ocassional,occasional
2603,ocassionally,occasionally
2604,ocassionaly,occasionally
2605,ocassioned,occasioned
2606,ocassions,occasions
2607,occaison,occasion
2608,occassion,occasion
2609,occassional,occasional
2610,occassionally,occasionally
2611,occassionaly,occasionally
2612,occassioned,occasioned
2613,occassions,occasions
2614,occationally,occasionally
2615,occour,occur
2616,occurance,occurrence
2617,occurances,occurrences
2618,occured,occurred
2619,occurence,occurrence
2620,occurences,occurrences
2621,occuring,occurring
2622,occurr,occur
2623,occurrance,occurrence
2624,occurrances,occurrences
2625,octohedra,octahedra
2626,octohedral,octahedral
2627,octohedron,octahedron
2628,ocuntries,countries
2629,ocuntry,country
2630,ocurr,occur
2631,ocurrance,occurrence
2632,ocurred,occurred
2633,ocurrence,occurrence
2634,offcers,officers
2635,offcially,officially
2636,offereings,offerings
2637,offical,official
2638,offically,officially
2639,officals,officials
2640,officaly,officially
2641,officialy,officially
2642,offred,offered
2643,oftenly,often
2644,oging,"going, ogling"
2645,olther,other
2646,omision,omission
2647,omited,omitted
2648,omiting,omitting
2649,omlette,omelette
2650,ommision,omission
2651,ommited,omitted
2652,ommiting,omitting
2653,ommitted,omitted
2654,ommitting,omitting
2655,omniverous,omnivorous
2656,omniverously,omnivorously
2657,omre,more
2658,onot,"note, not"
2659,onyl,only
2660,openess,openness
2661,oponent,opponent
2662,oportunity,opportunity
2663,opose,oppose
2664,oposite,opposite
2665,oposition,opposition
2666,oppenly,openly
2667,oppinion,opinion
2668,opponant,opponent
2669,oppononent,opponent
2670,oppositition,opposition
2671,oppossed,opposed
2672,opprotunity,opportunity
2673,opression,oppression
2674,opressive,oppressive
2675,opthalmic,ophthalmic
2676,opthalmologist,ophthalmologist
2677,opthalmology,ophthalmology
2678,opthamologist,ophthalmologist
2679,optmizations,optimizations
2680,optomism,optimism
2681,orded,ordered
2682,organim,organism
2683,organistion,organisation
2684,organiztion,organization
2685,orgin,"origin, organ"
2686,orginal,original
2687,orginally,originally
2688,orginize,organise
2689,oridinarily,ordinarily
2690,origanaly,originally
2691,originall,"original, originally"
2692,originaly,originally
2693,originially,originally
2694,originnally,originally
2695,origional,original
2696,orignally,originally
2697,orignially,originally
2698,otehr,other
2699,oublisher,publisher
2700,ouevre,oeuvre
2701,oustanding,outstanding
2702,overshaddowed,overshadowed
2703,overthere,over there
2704,overwelming,overwhelming
2705,overwheliming,overwhelming
2706,owrk,work
2707,owudl,would
2708,oxigen,oxygen
2709,oximoron,oxymoron
2710,paide,paid
2711,paitience,patience
2712,palce,"place, palace"
2713,paleolitic,paleolithic
2714,paliamentarian,parliamentarian
2715,Palistian,Palestinian
2716,Palistinian,Palestinian
2717,Palistinians,Palestinians
2718,pallete,palette
2719,pamflet,pamphlet
2720,pamplet,pamphlet
2721,pantomine,pantomime
2722,Papanicalou,Papanicolaou
2723,paralel,parallel
2724,paralell,parallel
2725,paralelly,parallelly
2726,paralely,parallelly
2727,parallely,parallelly
2728,paranthesis,parenthesis
2729,paraphenalia,paraphernalia
2730,parellels,parallels
2731,parisitic,parasitic
2732,parituclar,particular
2733,parliment,parliament
2734,parrakeets,parakeets
2735,parralel,parallel
2736,parrallel,parallel
2737,parrallell,parallel
2738,parrallelly,parallelly
2739,parrallely,parallelly
2740,partialy,partially
2741,particually,particularly
2742,particualr,particular
2743,particuarly,particularly
2744,particularily,particularly
2745,particulary,particularly
2746,pary,party
2747,pased,passed
2748,pasengers,passengers
2749,passerbys,passersby
2750,pasttime,pastime
2751,pastural,pastoral
2752,paticular,particular
2753,pattented,patented
2754,pavillion,pavilion
2755,payed,paid
2756,pblisher,publisher
2757,pbulisher,publisher
2758,peacefuland,peaceful and
2759,peageant,pageant
2760,peaple,people
2761,peaples,peoples
2762,peculure,peculiar
2763,pedestrain,pedestrian
2764,peformed,performed
2765,peice,piece
2766,Peloponnes,Peloponnesus
2767,penatly,penalty
2768,penerator,penetrator
2769,penisula,peninsula
2770,penisular,peninsular
2771,penninsula,peninsula
2772,penninsular,peninsular
2773,pennisula,peninsula
2774,Pennyslvania,Pennsylvania
2775,pensle,pencil
2776,pensinula,peninsula
2777,peom,poem
2778,peoms,poems
2779,peopel,people
2780,peopels,peoples
2781,peotry,poetry
2782,perade,parade
2783,percepted,perceived
2784,percieve,perceive
2785,percieved,perceived
2786,perenially,perennially
2787,peretrator,perpetrator
2788,perfomance,performance
2789,perfomers,performers
2790,performence,performance
2791,performes,"performed, performs"
2792,perhasp,perhaps
2793,perheaps,perhaps
2794,perhpas,perhaps
2795,peripathetic,peripatetic
2796,peristent,persistent
2797,perjery,perjury
2798,perjorative,pejorative
2799,permanant,permanent
2800,permenant,permanent
2801,permenantly,permanently
2802,permissable,permissible
2803,perogative,prerogative
2804,peronal,personal
2805,perpertrated,perpetrated
2806,perosnality,personality
2807,perphas,perhaps
2808,perpindicular,perpendicular
2809,persan,person
2810,perseverence,perseverance
2811,persistance,persistence
2812,persistant,persistent
2813,personel,"personnel, personal"
2814,personell,personnel
2815,personnell,personnel
2816,persuded,persuaded
2817,persue,pursue
2818,persued,pursued
2819,persuing,pursuing
2820,persuit,pursuit
2821,persuits,pursuits
2822,pertubation,perturbation
2823,pertubations,perturbations
2824,pessiary,pessary
2825,petetion,petition
2826,Pharoah,Pharaoh
2827,phenomenom,phenomenon
2828,phenomenonal,phenomenal
2829,phenomenonly,phenomenally
2830,phenomonenon,phenomenon
2831,phenomonon,phenomenon
2832,phenonmena,phenomena
2833,Philipines,Philippines
2834,philisopher,philosopher
2835,philisophical,philosophical
2836,philisophy,philosophy
2837,Phillipine,Philippine
2838,Phillipines,Philippines
2839,Phillippines,Philippines
2840,phillosophically,philosophically
2841,philospher,philosopher
2842,philosphies,philosophies
2843,philosphy,philosophy
2844,Phonecian,Phoenecian
2845,phongraph,phonograph
2846,phylosophical,philosophical
2847,physicaly,physically
2848,piblisher,publisher
2849,pich,pitch
2850,pilgrimmage,pilgrimage
2851,pilgrimmages,pilgrimages
2852,pinapple,pineapple
2853,pinnaple,pineapple
2854,pinoneered,pioneered
2855,plagarism,plagiarism
2856,planation,plantation
2857,planed,planned
2858,plantiff,plaintiff
2859,plateu,plateau
2860,plausable,plausible
2861,playright,playwright
2862,playwrite,playwright
2863,playwrites,playwrights
2864,pleasent,pleasant
2865,plebicite,plebiscite
2866,plesant,pleasant
2867,poenis,penis
2868,poeoples,peoples
2869,poety,poetry
2870,poisin,poison
2871,polical,political
2872,polinator,pollinator
2873,polinators,pollinators
2874,politican,politician
2875,politicans,politicians
2876,poltical,political
2877,polute,pollute
2878,poluted,polluted
2879,polutes,pollutes
2880,poluting,polluting
2881,polution,pollution
2882,polyphonyic,polyphonic
2883,polysaccaride,polysaccharide
2884,polysaccharid,polysaccharide
2885,pomegranite,pomegranate
2886,pomotion,promotion
2887,poportional,proportional
2888,popoulation,population
2889,popularaty,popularity
2890,populare,popular
2891,populer,popular
2892,porshan,portion
2893,porshon,portion
2894,portait,portrait
2895,portayed,portrayed
2896,portraing,portraying
2897,Portugese,Portuguese
2898,portuguease,portuguese
2899,portugues,Portuguese
2900,posess,possess
2901,posessed,possessed
2902,posesses,possesses
2903,posessing,possessing
2904,posession,possession
2905,posessions,possessions
2906,posion,poison
2907,positon,"position, positron"
2908,possable,possible
2909,possably,possibly
2910,posseses,possesses
2911,possesing,possessing
2912,possesion,possession
2913,possessess,possesses
2914,possibile,possible
2915,possibilty,possibility
2916,possiblility,possibility
2917,possiblilty,possibility
2918,possiblities,possibilities
2919,possiblity,possibility
2920,possition,position
2921,Postdam,Potsdam
2922,posthomous,posthumous
2923,postion,position
2924,postive,positive
2925,potatos,potatoes
2926,potrait,portrait
2927,potrayed,portrayed
2928,poulations,populations
2929,poverful,powerful
2930,poweful,powerful
2931,powerfull,powerful
2932,ppublisher,publisher
2933,practial,practical
2934,practially,practically
2935,practicaly,practically
2936,practicioner,practitioner
2937,practicioners,practitioners
2938,practicly,practically
2939,practioner,practitioner
2940,practioners,practitioners
2941,prairy,prairie
2942,prarie,prairie
2943,praries,prairies
2944,pratice,practice
2945,preample,preamble
2946,precedessor,predecessor
2947,preceed,precede
2948,preceeded,preceded
2949,preceeding,preceding
2950,preceeds,precedes
2951,precentage,percentage
2952,precice,precise
2953,precisly,precisely
2954,precurser,precursor
2955,predecesors,predecessors
2956,predicatble,predictable
2957,predicitons,predictions
2958,predomiantly,predominately
2959,prefered,preferred
2960,prefering,preferring
2961,preferrably,preferably
2962,pregancies,pregnancies
2963,preiod,period
2964,preliferation,proliferation
2965,premeire,premiere
2966,premeired,premiered
2967,premillenial,premillennial
2968,preminence,preeminence
2969,premission,permission
2970,Premonasterians,Premonstratensians
2971,preocupation,preoccupation
2972,prepair,prepare
2973,prepartion,preparation
2974,prepatory,preparatory
2975,preperation,preparation
2976,preperations,preparations
2977,preriod,period
2978,presedential,presidential
2979,presense,presence
2980,presidenital,presidential
2981,presidental,presidential
2982,presitgious,prestigious
2983,prespective,perspective
2984,prestigeous,prestigious
2985,prestigous,prestigious
2986,presumabely,presumably
2987,presumibly,presumably
2988,pretection,protection
2989,prevelant,prevalent
2990,preverse,perverse
2991,previvous,previous
2992,pricipal,principal
2993,priciple,principle
2994,priestood,priesthood
2995,primarly,primarily
2996,primative,primitive
2997,primatively,primitively
2998,primatives,primitives
2999,primordal,primordial
3000,principlaity,principality
3001,principaly,principality
3002,principial,principal
3003,principly,principally
3004,prinicipal,principal
3005,privalege,privilege
3006,privaleges,privileges
3007,priveledges,privileges
3008,privelege,privilege
3009,priveleged,privileged
3010,priveleges,privileges
3011,privelige,privilege
3012,priveliged,privileged
3013,priveliges,privileges
3014,privelleges,privileges
3015,privilage,privilege
3016,priviledge,privilege
3017,priviledges,privileges
3018,privledge,privilege
3019,privte,private
3020,probabilaty,probability
3021,probablistic,probabilistic
3022,probablly,probably
3023,probalibity,probability
3024,probaly,probably
3025,probelm,problem
3026,proccess,process
3027,proccessing,processing
3028,procede,"proceed, precede"
3029,proceded,"proceeded, preceded"
3030,procedes,"proceeds, precedes"
3031,procedger,procedure
3032,proceding,"proceeding, preceding"
3033,procedings,proceedings
3034,proceedure,procedure
3035,proces,process
3036,processer,processor
3037,proclaimation,proclamation
3038,proclamed,proclaimed
3039,proclaming,proclaiming
3040,proclomation,proclamation
3041,profesion,"profusion, profession"
3042,profesor,professor
3043,professer,professor
3044,proffesed,professed
3045,proffesion,profession
3046,proffesional,professional
3047,proffesor,professor
3048,profilic,prolific
3049,progessed,progressed
3050,progidy,prodigy
3051,programable,programmable
3052,progrom,"pogrom, program"
3053,progroms,"pogroms, programs"
3054,prohabition,prohibition
3055,prologomena,prolegomena
3056,prominance,prominence
3057,prominant,prominent
3058,prominantly,prominently
3059,prominately,"prominently, predominately"
3060,promiscous,promiscuous
3061,promotted,promoted
3062,pronomial,pronominal
3063,pronouced,pronounced
3064,pronounched,pronounced
3065,pronounciation,pronunciation
3066,proove,prove
3067,prooved,proved
3068,prophacy,prophecy
3069,propietary,proprietary
3070,propmted,prompted
3071,propoganda,propaganda
3072,propogate,propagate
3073,propogates,propagates
3074,propogation,propagation
3075,propostion,proposition
3076,propotions,proportions
3077,propper,proper
3078,propperly,properly
3079,proprietory,proprietary
3080,proseletyzing,proselytizing
3081,protaganist,protagonist
3082,protaganists,protagonists
3083,protocal,protocol
3084,protoganist,protagonist
3085,protrayed,portrayed
3086,protruberance,protuberance
3087,protruberances,protuberances
3088,prouncements,pronouncements
3089,provacative,provocative
3090,provded,provided
3091,provicial,provincial
3092,provinicial,provincial
3093,provisiosn,provision
3094,provisonal,provisional
3095,proximty,proximity
3096,pseudononymous,pseudonymous
3097,pseudonyn,pseudonym
3098,psuedo,pseudo
3099,psycology,psychology
3100,psyhic,psychic
3101,pubilsher,publisher
3102,pubisher,publisher
3103,publiaher,publisher
3104,publically,publicly
3105,publicaly,publicly
3106,publicher,publisher
3107,publihser,publisher
3108,publisehr,publisher
3109,publiser,publisher
3110,publisger,publisher
3111,publisheed,published
3112,publisherr,publisher
3113,publishher,publisher
3114,publishor,publisher
3115,publishre,publisher
3116,publissher,publisher
3117,publlisher,publisher
3118,publsiher,publisher
3119,publusher,publisher
3120,puchasing,purchasing
3121,Pucini,Puccini
3122,Puertorrican,Puerto Rican
3123,Puertorricans,Puerto Ricans
3124,pulisher,publisher
3125,pumkin,pumpkin
3126,puplisher,publisher
3127,puritannical,puritanical
3128,purposedly,purposely
3129,purpotedly,purportedly
3130,pursuade,persuade
3131,pursuaded,persuaded
3132,pursuades,persuades
3133,pususading,persuading
3134,puting,putting
3135,pwoer,power
3136,pyscic,psychic
3137,qtuie,"quite, quiet"
3138,quantaty,quantity
3139,quantitiy,quantity
3140,quarantaine,quarantine
3141,Queenland,Queensland
3142,questonable,questionable
3143,quicklyu,quickly
3144,quinessential,quintessential
3145,quitted,quit
3146,quizes,quizzes
3147,qutie,"quite, quiet"
3148,rabinnical,rabbinical
3149,racaus,raucous
3150,radiactive,radioactive
3151,radify,ratify
3152,raelly,really
3153,rarified,rarefied
3154,reaccurring,recurring
3155,reacing,reaching
3156,reacll,recall
3157,readmition,readmission
3158,realitvely,relatively
3159,realsitic,realistic
3160,realtions,relations
3161,realy,really
3162,realyl,really
3163,reasearch,research
3164,rebiulding,rebuilding
3165,rebllions,rebellions
3166,rebounce,rebound
3167,reccomend,recommend
3168,reccomendations,recommendations
3169,reccomended,recommended
3170,reccomending,recommending
3171,reccommend,recommend
3172,reccommended,recommended
3173,reccommending,recommending
3174,reccuring,recurring
3175,receeded,receded
3176,receeding,receding
3177,receivedfrom,received from
3178,recepient,recipient
3179,recepients,recipients
3180,receving,receiving
3181,rechargable,rechargeable
3182,reched,reached
3183,recide,reside
3184,recided,resided
3185,recident,resident
3186,recidents,residents
3187,reciding,residing
3188,reciepents,recipients
3189,reciept,receipt
3190,recieve,receive
3191,recieved,received
3192,reciever,receiver
3193,recievers,receivers
3194,recieves,receives
3195,recieving,receiving
3196,recipiant,recipient
3197,recipiants,recipients
3198,recived,received
3199,recivership,receivership
3200,recogise,recognise
3201,recogize,recognize
3202,recomend,recommend
3203,recomended,recommended
3204,recomending,recommending
3205,recomends,recommends
3206,recommedations,recommendations
3207,recompence,recompense
3208,reconaissance,reconnaissance
3209,reconcilation,reconciliation
3210,reconized,recognized
3211,reconnaisance,reconnaissance
3212,reconnaissence,reconnaissance
3213,recontructed,reconstructed
3214,recordproducer,record producer
3215,recquired,required
3216,recrational,recreational
3217,recrod,record
3218,recuiting,recruiting
3219,recuring,recurring
3220,recurrance,recurrence
3221,rediculous,ridiculous
3222,reedeming,redeeming
3223,reenforced,reinforced
3224,refect,reflect
3225,refedendum,referendum
3226,referal,referral
3227,referece,reference
3228,refereces,references
3229,refered,referred
3230,referemce,reference
3231,referemces,references
3232,referencs,references
3233,referenece,reference
3234,refereneced,referenced
3235,refereneces,references
3236,referiang,referring
3237,refering,referring
3238,refernce,"reference, references"
3239,refernces,references
3240,referrence,reference
3241,referrences,references
3242,referrs,refers
3243,reffered,referred
3244,refference,reference
3245,reffering,referring
3246,refrence,reference
3247,refrences,references
3248,refrers,refers
3249,refridgeration,refrigeration
3250,refridgerator,refrigerator
3251,refromist,reformist
3252,refusla,refusal
3253,regardes,regards
3254,regluar,regular
3255,reguarly,regularly
3256,regulaion,regulation
3257,regulaotrs,regulators
3258,regularily,regularly
3259,rehersal,rehearsal
3260,reicarnation,reincarnation
3261,reigining,reigning
3262,reknown,renown
3263,reknowned,renowned
3264,rela,real
3265,relaly,really
3266,relatiopnship,relationship
3267,relativly,relatively
3268,relected,reelected
3269,releive,relieve
3270,releived,relieved
3271,releiver,reliever
3272,releses,releases
3273,relevence,relevance
3274,relevent,relevant
3275,reliablity,reliability
3276,relient,reliant
3277,religeous,religious
3278,religous,religious
3279,religously,religiously
3280,relinqushment,relinquishment
3281,relitavely,relatively
3282,relized,"realised, realized"
3283,relpacement,replacement
3284,remaing,remaining
3285,remeber,remember
3286,rememberable,memorable
3287,rememberance,remembrance
3288,remembrence,remembrance
3289,remenant,remnant
3290,remenicent,reminiscent
3291,reminent,remnant
3292,reminescent,reminiscent
3293,reminscent,reminiscent
3294,reminsicent,reminiscent
3295,rendevous,rendezvous
3296,rendezous,rendezvous
3297,renedered,rende
3298,renewl,renewal
3299,rennovate,renovate
3300,rennovated,renovated
3301,rennovating,renovating
3302,rennovation,renovation
3303,rentors,renters
3304,reoccurrence,recurrence
3305,reorganision,reorganisation
3306,repatition,"repetition, repartition"
3307,repblic,republic
3308,repblican,republican
3309,repblicans,republicans
3310,repblics,republics
3311,repectively,respectively
3312,repeition,repetition
3313,repentence,repentance
3314,repentent,repentant
3315,repeteadly,repeatedly
3316,repetion,repetition
3317,repid,rapid
3318,reponse,response
3319,reponsible,responsible
3320,reportadly,reportedly
3321,represantative,representative
3322,representive,representative
3323,representives,representatives
3324,reproducable,reproducible
3325,reprtoire,repertoire
3326,repsectively,respectively
3327,reptition,repetition
3328,repubic,republic
3329,repubican,republican
3330,repubicans,republicans
3331,repubics,republics
3332,republi,republic
3333,republian,republican
3334,republians,republicans
3335,republis,republics
3336,repulic,republic
3337,repulican,republican
3338,repulicans,republicans
3339,repulics,republics
3340,requirment,requirement
3341,requred,required
3342,resaurant,restaurant
3343,resembelance,resemblance
3344,resembes,resembles
3345,resemblence,resemblance
3346,resevoir,reservoir
3347,residental,residential
3348,resignement,resignment
3349,resistable,resistible
3350,resistence,resistance
3351,resistent,resistant
3352,respectivly,respectively
3353,responce,response
3354,responibilities,responsibilities
3355,responisble,responsible
3356,responnsibilty,responsibility
3357,responsability,responsibility
3358,responsibile,responsible
3359,responsibilites,responsibilities
3360,responsiblities,responsibilities
3361,responsiblity,responsibility
3362,ressemblance,resemblance
3363,ressemble,resemble
3364,ressembled,resembled
3365,ressemblence,resemblance
3366,ressembling,resembling
3367,resssurecting,resurrecting
3368,ressurect,resurrect
3369,ressurected,resurrected
3370,ressurection,resurrection
3371,ressurrection,resurrection
3372,restarant,restaurant
3373,restarants,restaurants
3374,restaraunt,restaurant
3375,restaraunteur,restaurateur
3376,restaraunteurs,restaurateurs
3377,restaraunts,restaurants
3378,restauranteurs,restaurateurs
3379,restauration,restoration
3380,restauraunt,restaurant
3381,resteraunt,restaurant
3382,resteraunts,restaurants
3383,resticted,restricted
3384,restraunt,"restraint, restaurant"
3385,resturant,restaurant
3386,resturants,restaurants
3387,resturaunt,restaurant
3388,resturaunts,restaurants
3389,resurecting,resurrecting
3390,retalitated,retaliated
3391,retalitation,retaliation
3392,retreive,retrieve
3393,returnd,returned
3394,revaluated,reevaluated
3395,reveiw,review
3396,reveral,reversal
3397,reversable,reversible
3398,revolutionar,revolutionary
3399,rewitten,rewritten
3400,rewriet,rewrite
3401,rference,reference
3402,rferences,references
3403,rhymme,rhyme
3404,rhythem,rhythm
3405,rhythim,rhythm
3406,rhytmic,rhythmic
3407,rigeur,"rigueur, rigour, rigor"
3408,rigourous,rigorous
3409,rininging,ringing
3410,rised,"raised, rose"
3411,Rockerfeller,Rockefeller
3412,rococco,rococo
3413,rocord,record
3414,roomate,roommate
3415,rougly,roughly
3416,rucuperate,recuperate
3417,rudimentatry,rudimentary
3418,rulle,rule
3419,runing,running
3420,runnung,running
3421,russina,Russian
3422,Russion,Russian
3423,rwite,write
3424,rythem,rhythm
3425,rythim,rhythm
3426,rythm,rhythm
3427,rythmic,rhythmic
3428,rythyms,rhythms
3429,sacrafice,sacrifice
3430,sacreligious,sacrilegious
3431,Sacremento,Sacramento
3432,sacrifical,sacrificial
3433,saftey,safety
3434,safty,safety
3435,salery,salary
3436,sanctionning,sanctioning
3437,sandwhich,sandwich
3438,Sanhedrim,Sanhedrin
3439,santioned,sanctioned
3440,sargant,sergeant
3441,sargeant,sergeant
3442,sasy,"says, sassy"
3443,satelite,satellite
3444,satelites,satellites
3445,Saterday,Saturday
3446,Saterdays,Saturdays
3447,satisfactority,satisfactorily
3448,satric,satiric
3449,satrical,satirical
3450,satrically,satirically
3451,sattelite,satellite
3452,sattelites,satellites
3453,saught,sought
3454,saveing,saving
3455,saxaphone,saxophone
3456,scaleable,scalable
3457,scandanavia,Scandinavia
3458,scaricity,scarcity
3459,scavanged,scavenged
3460,schedual,schedule
3461,scholarhip,scholarship
3462,scholarstic,"scholastic, scholarly"
3463,scientfic,scientific
3464,scientifc,scientific
3465,scientis,scientist
3466,scince,science
3467,scinece,science
3468,scirpt,script
3469,scoll,scroll
3470,screenwrighter,screenwriter
3471,scrutinity,scrutiny
3472,scuptures,sculptures
3473,seach,search
3474,seached,searched
3475,seaches,searches
3476,secceeded,"seceded, succeeded"
3477,seceed,"succeed, secede"
3478,seceeded,"succeeded, seceded"
3479,secratary,secretary
3480,secretery,secretary
3481,sedereal,sidereal
3482,seeked,sought
3483,segementation,segmentation
3484,seguoys,segues
3485,seige,siege
3486,seing,seeing
3487,seinor,senior
3488,seldomly,seldom
3489,senarios,scenarios
3490,sence,"sense, since"
3491,senstive,sensitive
3492,sensure,censure
3493,seperate,separate
3494,seperated,separated
3495,seperately,separately
3496,seperates,separates
3497,seperating,separating
3498,seperation,separation
3499,seperatism,separatism
3500,seperatist,separatist
3501,sepina,subpoena
3502,sepulchure,"sepulchre, sepulcher"
3503,sepulcre,"sepulchre, sepulcher"
3504,sergent,sergeant
3505,settelement,settlement
3506,settlment,settlement
3507,severeal,several
3508,severley,severely
3509,severly,severely
3510,sevice,service
3511,shadasloo,shadaloo
3512,shaddow,shadow
3513,shadoloo,shadaloo
3514,shamen,"shaman, shamans"
3515,sheat,"sheath, sheet, cheat"
3516,sheild,shield
3517,sherif,sheriff
3518,shineing,shining
3519,shiped,shipped
3520,shiping,shipping
3521,shopkeeepers,shopkeepers
3522,shorly,shortly
3523,shortwhile,short while
3524,shoudl,should
3525,shoudln,"should, shouldn't"
3526,shouldnt,should not
3527,shreak,shriek
3528,shrinked,shrunk
3529,sicne,since
3530,sideral,sidereal
3531,sieze,"seize, size"
3532,siezed,"seized, sized"
3533,siezing,"seizing, sizing"
3534,siezure,seizure
3535,siezures,seizures
3536,siginificant,significant
3537,signficant,significant
3538,signficiant,significant
3539,signfies,signifies
3540,signifantly,significantly
3541,significently,significantly
3542,signifigant,significant
3543,signifigantly,significantly
3544,signitories,signatories
3545,signitory,signatory
3546,similarily,similarly
3547,similiar,similar
3548,similiarity,similarity
3549,similiarly,similarly
3550,simmilar,similar
3551,simpley,simply
3552,simplier,simpler
3553,simultanous,simultaneous
3554,simultanously,simultaneously
3555,sincerley,sincerely
3556,singsog,singsong
3557,sinse,"sines, since"
3558,Sionist,Zionist
3559,Sionists,Zionists
3560,Sixtin,Sistine
3561,Skagerak,Skagerrak
3562,skateing,skating
3563,slaugterhouses,slaughterhouses
3564,slighly,slightly
3565,slippy,slippery
3566,slowy,slowly
3567,smae,same
3568,smealting,smelting
3569,smoe,some
3570,sneeks,sneaks
